Code,buying value,average value,selling value,date
CNY,131.12537,132.436491,133.747612,4/25/2019
DKK,131.804373,133.122284,134.440195,4/25/2019
EGP,51.362065,51.875634,52.389203,4/25/2019
ETB,30.720617,31.027792,31.334967,4/25/2019
EUR,984.180382,994.021192,"1,003.86",4/25/2019
GBP,"1,138.86","1,150.25","1,161.64",4/25/2019
GNF,0.096622,0.097588,0.098555,4/25/2019
HKD,112.509461,113.634442,114.759423,4/25/2019
ILS,243.426585,245.860605,248.294625,4/25/2019
INR,12.605909,12.731956,12.858002,4/25/2019
JPY,7.882002,7.960814,8.039626,4/25/2019
KES,8.689395,8.77628,8.863165,4/25/2019
KMF,2.01804,2.038218,2.058396,4/25/2019
KRW,0.761508,0.769122,0.776736,4/25/2019
KWD,"2,898.57","2,927.55","2,956.53",4/25/2019
LSL,61.22637,61.838572,62.450774,4/25/2019
LYD,632.409686,638.733144,645.056602,4/25/2019
MRO,2.468503,2.493185,2.517868,4/25/2019
MUR,25.033133,25.283439,25.533746,4/25/2019
MWK,1.201382,1.213395,1.225407,4/25/2019
NGN,2.879699,2.908493,2.937288,4/25/2019
NOK,102.057039,103.077507,104.097974,4/25/2019
RUB,13.733611,13.870934,14.008256,4/25/2019
SAR,235.296189,237.648913,240.001637,4/25/2019
SDG,19.560072,19.755653,19.951234,4/25/2019
SEK,93.537947,94.473232,95.408517,4/25/2019
SGD,647.772642,654.249714,660.726786,4/25/2019
SSP,5.618657,5.674837,5.731018,4/25/2019
SZL,61.22637,61.838572,62.450774,4/25/2019
TRY,149.941141,151.440401,152.939661,4/25/2019
TZS,0.382077,0.385898,0.389718,4/25/2019
UGX,0.236041,0.238401,0.240761,4/25/2019
USD,882.396003,891.219072,900.042141,4/25/2019
XAF,1.425511,1.439764,1.454018,4/25/2019
XDR,"1,222.02","1,234.24","1,246.46",4/25/2019
XOF,1.508456,1.523539,1.538622,4/25/2019
ZAR,61.229459,61.841691,62.453924,4/25/2019
ZMW,71.362453,72.076006,72.789558,4/25/2019
ZWD,2.325555,2.348808,2.372061,4/25/2019
AED,240.200325,242.602085,245.003846,4/24/2019
AOA,2.768996,2.796683,2.82437,4/24/2019
AUD,620.89552,627.103848,633.312176,4/24/2019
BIF,0.482159,0.48698,0.491801,4/24/2019
CAD,656.155768,662.716663,669.277558,4/24/2019
CHF,865.062959,873.712714,882.36247,4/24/2019
CNY,131.261504,132.573986,133.886469,4/24/2019
DKK,132.518293,133.843342,135.168391,4/24/2019
EGP,51.384563,51.898357,52.412151,4/24/2019
ETB,30.716131,31.023262,31.330392,4/24/2019
EUR,989.418516,999.311702,"1,009.20",4/24/2019
GBP,"1,141.43","1,152.85","1,164.26",4/24/2019
GNF,0.096608,0.097574,0.09854,4/24/2019
HKD,112.521267,113.646366,114.771465,4/24/2019
ILS,244.659744,247.106094,249.552445,4/24/2019
INR,12.630978,12.757275,12.883572,4/24/2019
JPY,7.888792,7.967672,8.046552,4/24/2019
KES,8.679303,8.766088,8.852872,4/24/2019
KMF,2.017745,2.03792,2.058096,4/24/2019
KRW,0.767572,0.775247,0.782922,4/24/2019
KWD,"2,899.29","2,928.28","2,957.27",4/24/2019
LSL,61.588865,62.204692,62.820518,4/24/2019
LYD,633.27064,639.602707,645.934774,4/24/2019
MRO,2.468142,2.492821,2.5175,4/24/2019
MUR,25.171965,25.423659,25.675353,4/24/2019
MWK,1.203412,1.215445,1.227478,4/24/2019
NGN,2.879279,2.908069,2.936859,4/24/2019
NOK,102.927052,103.956219,104.985386,4/24/2019
RUB,13.835714,13.974057,14.1124,4/24/2019
SAR,235.264922,237.617334,239.969745,4/24/2019
SDG,18.53114,18.716432,18.901725,4/24/2019
SEK,94.155552,95.097013,96.038473,4/24/2019
SGD,649.155861,655.646764,662.137666,4/24/2019
SSP,5.622248,5.678464,5.734681,4/24/2019
SZL,61.588865,62.204692,62.820518,4/24/2019
TRY,150.730052,152.2372,153.744349,4/24/2019
TZS,0.382904,0.386733,0.390561,4/24/2019
UGX,0.236006,0.238366,0.240726,4/24/2019
USD,882.267168,891.088949,899.91073,4/24/2019
XAF,1.432361,1.446683,1.461005,4/24/2019
XDR,"1,223.88","1,236.12","1,248.36",4/24/2019
XOF,1.512647,1.527772,1.542897,4/24/2019
ZAR,61.588424,62.204246,62.820068,4/24/2019
ZMW,71.641859,72.358205,73.074551,4/24/2019
ZWD,2.325215,2.348465,2.371715,4/24/2019
AED,240.167944,242.569381,244.970818,4/23/2019
AOA,2.769504,2.797197,2.824889,4/23/2019
AUD,628.221865,634.503449,640.785034,4/23/2019
BIF,0.482094,0.486914,0.491735,4/23/2019
CAD,660.092999,666.693262,673.293525,4/23/2019
CHF,868.07797,876.757873,885.437776,4/23/2019
CNY,131.391128,132.704906,134.018685,4/23/2019
DKK,132.891662,134.220444,135.549227,4/23/2019
EGP,51.377636,51.891361,52.405085,4/23/2019
ETB,30.711991,31.01908,31.326169,4/23/2019
EUR,992.196227,"1,002.12","1,012.04",4/23/2019
GBP,"1,145.29","1,156.74","1,168.20",4/23/2019
GNF,0.096595,0.097561,0.098527,4/23/2019
HKD,112.442584,113.566896,114.691208,4/23/2019
ILS,245.579924,248.035475,250.491026,4/23/2019
INR,12.638538,12.76491,12.891283,4/23/2019
JPY,7.882436,7.961252,8.040068,4/23/2019
KES,8.699746,8.786735,8.873723,4/23/2019
KMF,2.017473,2.037646,2.057818,4/23/2019
KRW,0.772762,0.780489,0.788216,4/23/2019
KWD,"2,899.51","2,928.51","2,957.50",4/23/2019
LSL,62.245262,62.867651,63.490041,4/23/2019
LYD,633.139842,639.470601,645.80136,4/23/2019
MRO,2.46781,2.492485,2.517161,4/23/2019
MUR,25.226352,25.47859,25.730828,4/23/2019
MWK,1.20325,1.215281,1.227313,4/23/2019
NGN,2.878891,2.907677,2.936463,4/23/2019
NOK,103.712845,104.749868,105.786892,4/23/2019
RUB,13.828556,13.966827,14.105099,4/23/2019
SAR,235.23012,237.582183,239.934247,4/23/2019
SDG,18.531288,18.716582,18.901876,4/23/2019
SEK,94.655388,95.601846,96.548304,4/23/2019
SGD,650.503606,657.007986,663.512365,4/23/2019
SSP,5.620607,5.676808,5.733008,4/23/2019
SZL,62.245262,62.867651,63.490041,4/23/2019
TRY,151.291069,152.803827,154.316584,4/23/2019
TZS,0.382852,0.38668,0.390509,4/23/2019
UGX,0.235975,0.238334,0.240694,4/23/2019
USD,882.148235,890.968826,899.789417,4/23/2019
XAF,1.434814,1.449161,1.463507,4/23/2019
XDR,"1,223.65","1,235.89","1,248.12",4/23/2019
XOF,1.512443,1.527566,1.542689,4/23/2019
ZAR,62.249672,62.872106,63.49454,4/23/2019
ZMW,71.57442,72.290092,73.005764,4/23/2019
ZWD,2.324902,2.348148,2.371395,4/23/2019
AED,240.134316,242.535416,244.936517,4/18/2019
AOA,2.769193,2.796882,2.824571,4/18/2019
AUD,633.531703,639.866381,646.201058,4/18/2019
BIF,0.482481,0.487305,0.492129,4/18/2019
CAD,660.636629,667.242328,673.848027,4/18/2019
CHF,873.53724,882.27173,891.00622,4/18/2019
CNY,131.797528,133.11537,134.433212,4/18/2019
DKK,133.471657,134.806238,136.14082,4/18/2019
EGP,51.104156,51.615146,52.126136,4/18/2019
ETB,30.730147,31.037417,31.344687,4/18/2019
EUR,996.494872,"1,006.46","1,016.42",4/18/2019
GBP,"1,150.90","1,162.41","1,173.91",4/18/2019
GNF,0.096584,0.09755,0.098516,4/18/2019
HKD,112.425526,113.549668,114.67381,4/18/2019
ILS,246.893016,249.361697,251.830378,4/18/2019
INR,12.705034,12.832071,12.959109,4/18/2019
JPY,7.884195,7.963029,8.041863,4/18/2019
KES,8.703178,8.790201,8.877224,4/18/2019
KMF,2.02739,2.047662,2.067933,4/18/2019
KRW,0.776203,0.783964,0.791726,4/18/2019
KWD,"2,900.38","2,929.38","2,958.38",4/18/2019
LSL,63.066945,63.697551,64.328157,4/18/2019
LYD,634.708798,641.055245,647.401692,4/18/2019
MRO,2.467532,2.492205,2.516878,4/18/2019
MUR,25.309955,25.563029,25.816103,4/18/2019
MWK,1.202674,1.214699,1.226725,4/18/2019
NGN,2.878567,2.90735,2.936132,4/18/2019
NOK,103.851128,104.889534,105.92794,4/18/2019
RUB,13.808036,13.946103,14.084169,4/18/2019
SAR,235.206749,237.558579,239.910409,4/18/2019
SDG,18.526557,18.711804,18.897051,4/18/2019
SEK,95.382575,96.336305,97.290034,4/18/2019
SGD,651.75219,658.269053,664.785917,4/18/2019
SSP,5.629678,5.685969,5.74226,4/18/2019
SZL,63.067386,63.697997,64.328607,4/18/2019
TRY,152.916868,154.445882,155.974897,4/18/2019
TZS,0.381045,0.384855,0.388665,4/18/2019
UGX,0.236389,0.238753,0.241116,4/18/2019
USD,882.049013,890.868612,899.688211,4/18/2019
XAF,1.436417,1.45078,1.465142,4/18/2019
XDR,"1,226.42","1,238.68","1,250.94",4/18/2019
XOF,1.521976,1.537194,1.552412,4/18/2019
ZAR,63.046658,63.677061,64.307464,4/18/2019
ZMW,71.974758,72.694433,73.414108,4/18/2019
ZWD,2.32464,2.347884,2.371128,4/18/2019
AED,240.108187,242.509026,244.909866,4/17/2019
AOA,2.768851,2.796537,2.824222,4/17/2019
AUD,634.599985,640.945344,647.290703,4/17/2019
BIF,0.482421,0.487245,0.492069,4/17/2019
CAD,661.099639,667.709968,674.320296,4/17/2019
CHF,875.634209,884.389667,893.145125,4/17/2019
CNY,131.583696,132.8994,134.215104,4/17/2019
DKK,133.58085,134.916523,136.252197,4/17/2019
EGP,50.950119,51.459569,51.969019,4/17/2019
ETB,30.726351,31.033584,31.340816,4/17/2019
EUR,997.165553,"1,007.14","1,017.11",4/17/2019
GBP,"1,151.95","1,163.46","1,174.98",4/17/2019
GNF,0.096572,0.097538,0.098504,4/17/2019
HKD,112.444274,113.568603,114.692932,4/17/2019
ILS,247.423439,249.897424,252.371408,4/17/2019
INR,12.68759,12.814453,12.941316,4/17/2019
JPY,7.874843,7.953583,8.032324,4/17/2019
KES,8.723269,8.810493,8.897717,4/17/2019
KMF,2.026257,2.046518,2.066778,4/17/2019
KRW,0.776107,0.783868,0.791628,4/17/2019
KWD,"2,900.78","2,929.79","2,958.79",4/17/2019
LSL,63.076355,63.707054,64.337754,4/17/2019
LYD,634.493711,640.838008,647.182304,4/17/2019
MRO,2.467227,2.491897,2.516567,4/17/2019
MUR,25.34343,25.596839,25.850248,4/17/2019
MWK,1.202966,1.214995,1.227023,4/17/2019
NGN,2.878211,2.906991,2.93577,4/17/2019
NOK,104.011162,105.051169,106.091176,4/17/2019
RUB,13.770612,13.908305,14.045997,4/17/2019
SAR,235.168,237.519442,239.870885,4/17/2019
SDG,18.524269,18.709493,18.894717,4/17/2019
SEK,95.408719,96.36271,97.316701,4/17/2019
SGD,651.575568,658.090666,664.605763,4/17/2019
SSP,5.63251,5.68883,5.745149,4/17/2019
SZL,63.076796,63.7075,64.338204,4/17/2019
TRY,152.763046,154.290522,155.817999,4/17/2019
TZS,0.380998,0.384808,0.388617,4/17/2019
UGX,0.23636,0.238723,0.241087,4/17/2019
USD,881.940081,890.758591,899.577101,4/17/2019
XAF,1.437121,1.451491,1.465861,4/17/2019
XDR,"1,225.87","1,238.13","1,250.39",4/17/2019
XOF,1.520024,1.535222,1.550421,4/17/2019
ZAR,63.063566,63.694138,64.32471,4/17/2019
ZMW,71.441556,72.1559,72.870243,4/17/2019
ZWD,2.324353,2.347594,2.370835,4/17/2019
ZAR,62.705961,63.332957,63.959954,4/16/2019
ZMW,70.798603,71.506518,72.214432,4/16/2019
ZWD,2.323962,2.347199,2.370436,4/16/2019
AED,240.064223,242.464623,244.865023,4/16/2019
AOA,2.768385,2.796066,2.823747,4/16/2019
AUD,630.392782,636.696073,642.999364,4/16/2019
BIF,0.48234,0.487163,0.491986,4/16/2019
CAD,659.110969,665.701413,672.291857,4/16/2019
CHF,878.528925,887.313327,896.097729,4/16/2019
CNY,131.430149,132.744318,134.058487,4/16/2019
DKK,133.592743,134.928536,136.264328,4/16/2019
EGP,50.83881,51.347147,51.855484,4/16/2019
ETB,30.721177,31.028358,31.335538,4/16/2019
EUR,996.953531,"1,006.92","1,016.89",4/16/2019
GBP,"1,154.31","1,165.85","1,177.39",4/16/2019
GNF,0.096556,0.097522,0.098487,4/16/2019
HKD,112.469867,113.594452,114.719038,4/16/2019
ILS,247.652481,250.128755,252.60503,4/16/2019
INR,12.686335,12.813186,12.940036,4/16/2019
JPY,7.877044,7.955806,8.034569,4/16/2019
KES,8.730618,8.817916,8.905213,4/16/2019
KMF,2.02283,2.043056,2.063282,4/16/2019
KRW,0.775977,0.783736,0.791495,4/16/2019
KWD,"2,900.39","2,929.39","2,958.39",4/16/2019
LSL,62.701552,63.328504,63.955456,4/16/2019
LYD,634.478122,640.822263,647.166403,4/16/2019
MRO,2.466812,2.491477,2.516143,4/16/2019
MUR,25.339162,25.592528,25.845894,4/16/2019
MWK,1.202764,1.21479,1.226817,4/16/2019
NGN,2.876845,2.90561,2.934376,4/16/2019
NOK,103.803179,104.841106,105.879033,4/16/2019
RUB,13.714063,13.85119,13.988317,4/16/2019
SAR,235.128395,237.479442,239.830488,4/16/2019
SDG,18.52115,18.706343,18.891535,4/16/2019
SEK,95.118855,96.069947,97.02104,4/16/2019
SGD,651.730815,658.247465,664.764115,4/16/2019
SSP,5.639498,5.695887,5.752276,4/16/2019
SZL,62.701552,63.328504,63.955456,4/16/2019
TRY,151.889477,153.408218,154.92696,4/16/2019
TZS,0.380934,0.384743,0.388552,4/16/2019
UGX,0.235879,0.238238,0.240596,4/16/2019
USD,881.791554,890.608579,899.425604,4/16/2019
XAF,1.436438,1.450801,1.465164,4/16/2019
XDR,"1,226.14","1,238.40","1,250.66",4/16/2019
XOF,1.517122,1.532292,1.547462,4/16/2019
AED,240.012976,242.412863,244.81275,4/15/2019
AOA,2.775728,2.803483,2.831237,4/15/2019
AUD,632.241816,638.563596,644.885375,4/15/2019
BIF,0.482237,0.487059,0.491881,4/15/2019
CAD,661.442281,668.056036,674.669791,4/15/2019
CHF,879.972347,888.771182,897.570017,4/15/2019
CNY,131.42281,132.736905,134.051001,4/15/2019
DKK,133.575244,134.910862,136.246479,4/15/2019
EGP,50.871597,51.380261,51.888926,4/15/2019
ETB,30.697427,31.004371,31.311314,4/15/2019
EUR,997.049267,"1,007.02","1,016.99",4/15/2019
GBP,"1,154.37","1,165.91","1,177.46",4/15/2019
GNF,0.096536,0.097501,0.098466,4/15/2019
HKD,112.44718,113.571538,114.695897,4/15/2019
ILS,246.885514,249.35412,251.822726,4/15/2019
INR,12.728589,12.855862,12.983135,4/15/2019
JPY,7.875362,7.954108,8.032854,4/15/2019
KES,8.741978,8.829389,8.9168,4/15/2019
KMF,2.018872,2.039058,2.059245,4/15/2019
KRW,0.778456,0.786239,0.794023,4/15/2019
KWD,"2,899.58","2,928.57","2,957.57",4/15/2019
LSL,63.117067,63.748174,64.379281,4/15/2019
LYD,634.023096,640.362686,646.702277,4/15/2019
MRO,2.466285,2.490946,2.515606,4/15/2019
MUR,25.330226,25.583503,25.83678,4/15/2019
MWK,1.202948,1.214976,1.227004,4/15/2019
NGN,2.876231,2.90499,2.93375,4/15/2019
NOK,103.871825,104.910438,105.949051,4/15/2019
RUB,13.701438,13.838438,13.975439,4/15/2019
SAR,235.07203,237.422513,239.772996,4/15/2019
SDG,18.518959,18.70413,18.889301,4/15/2019
SEK,95.255916,96.208379,97.160841,4/15/2019
SGD,651.832364,658.350029,664.867695,4/15/2019
SSP,5.631682,5.687993,5.744304,4/15/2019
SZL,63.117508,63.748619,64.37973,4/15/2019
TRY,152.0704,153.590951,155.111501,4/15/2019
TZS,0.380853,0.384661,0.388469,4/15/2019
UGX,0.235829,0.238187,0.240545,4/15/2019
USD,881.603313,890.418456,899.233599,4/15/2019
XAF,1.436132,1.450492,1.464852,4/15/2019
XDR,"1,225.67","1,237.93","1,250.19",4/15/2019
XOF,1.516799,1.531965,1.547131,4/15/2019
ZAR,63.1131,63.744167,64.375234,4/15/2019
ZMW,71.587952,72.303759,73.019567,4/15/2019
ZWD,2.323466,2.346698,2.36993,4/15/2019
AED,239.975181,242.37469,244.7742,4/12/2019
AOA,2.775291,2.803041,2.830791,4/12/2019
AUD,628.704546,634.990956,641.277367,4/12/2019
BIF,0.482161,0.486982,0.491803,4/12/2019
CAD,659.556684,666.151585,672.746486,4/12/2019
CHF,879.084533,887.874491,896.664448,4/12/2019
CNY,131.171612,132.483195,133.794779,4/12/2019
DKK,133.272582,134.605174,135.937765,4/12/2019
EGP,50.922644,51.431819,51.940994,4/12/2019
ETB,30.724767,31.031984,31.3392,4/12/2019
EUR,994.864894,"1,004.81","1,014.76",4/12/2019
GBP,"1,151.63","1,163.15","1,174.66",4/12/2019
GNF,0.09652,0.097485,0.098451,4/12/2019
HKD,112.376145,113.499793,114.62344,4/12/2019
ILS,246.43279,248.896869,251.360948,4/12/2019
INR,12.719973,12.84716,12.974347,4/12/2019
JPY,7.883378,7.962203,8.041029,4/12/2019
KES,8.736195,8.823548,8.910901,4/12/2019
KMF,2.018554,2.038737,2.058921,4/12/2019
KRW,0.773485,0.781219,0.788953,4/12/2019
KWD,"2,897.41","2,926.38","2,955.35",4/12/2019
LSL,63.003996,63.633973,64.263949,4/12/2019
LYD,633.877861,640.215999,646.554137,4/12/2019
MRO,2.465897,2.490553,2.51521,4/12/2019
MUR,25.242499,25.494898,25.747298,4/12/2019
MWK,1.202318,1.21434,1.226361,4/12/2019
NGN,2.875778,2.904533,2.933288,4/12/2019
NOK,103.518749,104.553832,105.588915,4/12/2019
RUB,13.664903,13.801538,13.938174,4/12/2019
SAR,235.035013,237.385126,239.735239,4/12/2019
SDG,18.51428,18.699404,18.884528,4/12/2019
SEK,95.133377,96.084615,97.035852,4/12/2019
SGD,649.928007,656.42663,662.925254,4/12/2019
SSP,5.630795,5.687097,5.7434,4/12/2019
SZL,63.004878,63.634863,64.264848,4/12/2019
TRY,153.44666,154.980972,156.515283,4/12/2019
TZS,0.380793,0.3846,0.388408,4/12/2019
UGX,0.235351,0.237704,0.240058,4/12/2019
USD,881.464487,890.278242,899.091997,4/12/2019
XAF,1.435465,1.449818,1.464171,4/12/2019
XDR,"1,225.11","1,237.36","1,249.61",4/12/2019
XOF,1.515678,1.530833,1.545989,4/12/2019
ZAR,62.984604,63.614387,64.244169,4/12/2019
ZMW,72.908572,73.637584,74.366596,4/12/2019
ZWD,2.3231,2.346328,2.369557,4/12/2019
AED,239.942796,242.341982,244.741167,4/11/2019
AOA,2.77051,2.798212,2.825914,4/11/2019
AUD,631.263739,637.575738,643.887738,4/11/2019
BIF,0.482096,0.486916,0.491737,4/11/2019
CAD,660.827153,667.434757,674.042361,4/11/2019
CHF,879.538775,888.333275,897.127774,4/11/2019
CNY,131.26496,132.577477,133.889994,4/11/2019
DKK,133.166022,134.497548,135.829074,4/11/2019
EGP,50.886688,51.395503,51.904319,4/11/2019
ETB,30.727671,31.034917,31.342163,4/11/2019
EUR,994.201829,"1,004.14","1,014.08",4/11/2019
GBP,"1,155.05","1,166.60","1,178.15",4/11/2019
GNF,0.096507,0.097472,0.098437,4/11/2019
HKD,112.375522,113.499163,114.622805,4/11/2019
ILS,246.302586,248.765363,251.22814,4/11/2019
INR,12.775985,12.903732,13.031479,4/11/2019
JPY,7.934754,8.014093,8.093433,4/11/2019
KES,8.717389,8.804554,8.891719,4/11/2019
KMF,2.017841,2.038017,2.058193,4/11/2019
KRW,0.773821,0.781559,0.789296,4/11/2019
KWD,"2,898.45","2,927.43","2,956.41",4/11/2019
LSL,63.267389,63.899999,64.532609,4/11/2019
LYD,633.60988,639.945339,646.280798,4/11/2019
MRO,2.465564,2.490217,2.51487,4/11/2019
MUR,25.21794,25.470094,25.722248,4/11/2019
MWK,1.203037,1.215066,1.227095,4/11/2019
NGN,2.87539,2.904141,2.932892,4/11/2019
NOK,103.802674,104.840596,105.878517,4/11/2019
RUB,13.712414,13.849525,13.986635,4/11/2019
SAR,235.003295,237.353091,239.702886,4/11/2019
SDG,18.513544,18.698661,18.883778,4/11/2019
SEK,95.214843,96.166895,97.118947,4/11/2019
SGD,651.328451,657.841078,664.353704,4/11/2019
SSP,5.630476,5.686775,5.743074,4/11/2019
SZL,63.270915,63.90356,64.536205,4/11/2019
TRY,155.176305,156.727911,158.279517,4/11/2019
TZS,0.380741,0.384548,0.388355,4/11/2019
UGX,0.234879,0.237227,0.239576,4/11/2019
USD,881.345534,890.158099,898.970664,4/11/2019
XAF,1.433949,1.448287,1.462625,4/11/2019
XDR,"1,224.42","1,236.66","1,248.90",4/11/2019
XOF,1.515914,1.531072,1.54623,4/11/2019
ZAR,63.265186,63.897774,64.530362,4/11/2019
ZMW,72.778429,73.50614,74.233851,4/11/2019
ZWD,2.322786,2.346012,2.369237,4/11/2019
AED,239.915808,242.314724,244.713639,4/10/2019
AOA,2.774604,2.802348,2.830091,4/10/2019
AUD,629.121806,635.412389,641.702972,4/10/2019
BIF,0.482042,0.486862,0.491682,4/10/2019
CAD,661.248966,667.860788,674.472609,4/10/2019
CHF,881.114215,889.924467,898.73472,4/10/2019
CNY,131.229927,132.542093,133.85426,4/10/2019
DKK,132.954085,134.283492,135.612898,4/10/2019
EGP,50.880964,51.389722,51.898481,4/10/2019
ETB,30.732146,31.039437,31.346727,4/10/2019
EUR,992.547823,"1,002.47","1,012.40",4/10/2019
GBP,"1,152.05","1,163.57","1,175.09",4/10/2019
GNF,0.096496,0.097461,0.098426,4/10/2019
HKD,112.508288,113.633257,114.758226,4/10/2019
ILS,246.137408,248.598533,251.059659,4/10/2019
INR,12.74106,12.868458,12.995856,4/10/2019
JPY,7.929015,8.008297,8.087579,4/10/2019
KES,8.742405,8.82982,8.917235,4/10/2019
KMF,2.020257,2.040458,2.060658,4/10/2019
KRW,0.772853,0.780581,0.788309,4/10/2019
KWD,"2,897.36","2,926.33","2,955.30",4/10/2019
LSL,62.59361,63.219483,63.845356,4/10/2019
LYD,633.40202,639.735401,646.068781,4/10/2019
MRO,2.465287,2.489937,2.514588,4/10/2019
MUR,25.294856,25.547779,25.800702,4/10/2019
MWK,1.203342,1.215374,1.227406,4/10/2019
NGN,2.875066,2.903814,2.932562,4/10/2019
NOK,102.934867,103.964112,104.993357,4/10/2019
RUB,13.571635,13.707338,13.843041,4/10/2019
SAR,234.970694,237.320163,239.669633,4/10/2019
SDG,18.513224,18.698338,18.883452,4/10/2019
SEK,95.165799,96.117361,97.068923,4/10/2019
SGD,650.967023,657.476036,663.985049,4/10/2019
SSP,5.634689,5.691031,5.747372,4/10/2019
SZL,62.597576,63.223488,63.849401,4/10/2019
TRY,154.791812,156.339574,157.887335,4/10/2019
TZS,0.380698,0.384505,0.388312,4/10/2019
UGX,0.235293,0.237645,0.239998,4/10/2019
USD,881.246402,890.057976,898.86955,4/10/2019
XAF,1.433347,1.447679,1.462011,4/10/2019
XDR,"1,224.52","1,236.76","1,249.01",4/10/2019
XOF,1.513541,1.528675,1.543808,4/10/2019
ZAR,62.596254,63.222153,63.848052,4/10/2019
ZMW,73.041667,73.77201,74.502353,4/10/2019
ZWD,2.322525,2.345748,2.368971,4/10/2019
GBP,"1,153.10","1,164.63","1,176.16",4/9/2019
GNF,0.096477,0.097442,0.098406,4/9/2019
HKD,112.315913,113.438959,114.562005,4/9/2019
ILS,245.724155,248.181149,250.638142,4/9/2019
INR,12.673283,12.800003,12.926723,4/9/2019
JPY,7.913753,7.992883,8.072012,4/9/2019
KES,8.755614,8.843161,8.930708,4/9/2019
KMF,2.017646,2.03782,2.057995,4/9/2019
KRW,0.770935,0.778643,0.786352,4/9/2019
KWD,"2,896.20","2,925.16","2,954.12",4/9/2019
LSL,62.360235,62.983775,63.607314,4/9/2019
LYD,632.455765,638.779684,645.103603,4/9/2019
MRO,2.464788,2.489433,2.514079,4/9/2019
MUR,25.289737,25.542609,25.795481,4/9/2019
MWK,1.20398,1.216018,1.228057,4/9/2019
NGN,2.874485,2.903226,2.931968,4/9/2019
NOK,103.114038,104.145075,105.176111,4/9/2019
RUB,13.579902,13.715687,13.851473,4/9/2019
SAR,234.920058,237.269022,239.617985,4/9/2019
SDG,18.50287,18.68788,18.87289,4/9/2019
SEK,95.100724,96.051636,97.002547,4/9/2019
SGD,650.666561,657.172569,663.678577,4/9/2019
SSP,5.637955,5.694328,5.750702,4/9/2019
SZL,62.360235,62.983775,63.607314,4/9/2019
TRY,155.239347,156.791583,158.34382,4/9/2019
TZS,0.380621,0.384427,0.388233,4/9/2019
UGX,0.235686,0.238042,0.240399,4/9/2019
USD,881.068061,889.877852,898.687643,4/9/2019
XAF,1.433498,1.447831,1.462165,4/9/2019
XDR,"1,222.61","1,234.83","1,247.05",4/9/2019
XOF,1.507507,1.522581,1.537655,4/9/2019
ZAR,62.357592,62.981105,63.604618,4/9/2019
ZMW,73.087679,73.818482,74.549285,4/9/2019
ZWD,2.322055,2.345273,2.368491,4/9/2019
AED,239.873863,242.27236,244.670856,4/9/2019
AOA,2.778448,2.80623,2.834011,4/9/2019
AUD,628.598008,634.883354,641.168699,4/9/2019
BIF,0.481944,0.486763,0.491582,4/9/2019
CAD,662.00899,668.628412,675.247833,4/9/2019
CHF,882.125343,890.945705,899.766068,4/9/2019
CNY,131.206012,132.51794,133.829868,4/9/2019
DKK,132.923214,134.252312,135.58141,4/9/2019
EGP,50.870667,51.379322,51.887978,4/9/2019
ETB,30.732976,31.040274,31.347573,4/9/2019
EUR,992.391011,"1,002.31","1,012.24",4/9/2019
AED,239.832181,242.23026,244.62834,4/8/2019
AOA,2.778042,2.805819,2.833597,4/8/2019
AUD,624.674005,630.920115,637.166224,4/8/2019
BIF,0.481874,0.486692,0.49151,4/8/2019
CAD,658.473882,665.057956,671.642029,4/8/2019
CHF,881.952307,890.770939,899.589571,4/8/2019
CNY,131.079352,132.390013,133.700674,4/8/2019
DKK,132.469915,133.79448,135.119045,4/8/2019
EGP,50.833277,51.341558,51.84984,4/8/2019
ETB,30.706018,31.013047,31.320076,4/8/2019
EUR,988.986423,998.875288,"1,008.76",4/8/2019
GBP,"1,150.81","1,162.32","1,173.83",4/8/2019
GNF,0.096463,0.097427,0.098392,4/8/2019
HKD,112.228574,113.350747,114.472919,4/8/2019
ILS,245.681177,248.13774,250.594304,4/8/2019
INR,12.67143,12.798131,12.924833,4/8/2019
JPY,7.90687,7.985931,8.064991,4/8/2019
KES,8.756536,8.844092,8.931649,4/8/2019
KMF,2.011184,2.031294,2.051404,4/8/2019
KRW,0.769941,0.77764,0.785338,4/8/2019
KWD,"2,892.74","2,921.66","2,950.58",4/8/2019
LSL,62.169203,62.790832,63.412461,4/8/2019
LYD,633.090058,639.42032,645.750581,4/8/2019
MRO,2.464427,2.489069,2.513711,4/8/2019
MUR,25.206314,25.458352,25.710389,4/8/2019
MWK,1.204244,1.216285,1.228326,4/8/2019
NGN,2.874064,2.902802,2.93154,4/8/2019
NOK,102.361174,103.384682,104.408191,4/8/2019
RUB,13.468239,13.602908,13.737577,4/8/2019
SAR,234.882624,237.231213,239.579802,4/8/2019
SDG,18.500164,18.685147,18.87013,4/8/2019
SEK,94.773644,95.721285,96.668926,4/8/2019
SGD,649.492706,655.986977,662.481248,4/8/2019
SSP,5.639773,5.696165,5.752557,4/8/2019
SZL,62.169643,62.791277,63.41291,4/8/2019
TRY,155.97954,157.539178,159.098816,4/8/2019
TZS,0.380566,0.384371,0.388176,4/8/2019
UGX,0.235651,0.238008,0.240364,4/8/2019
USD,880.939226,889.747729,898.556232,4/8/2019
XAF,1.430645,1.44495,1.459255,4/8/2019
XDR,"1,221.94","1,234.16","1,246.38",4/8/2019
XOF,1.488787,1.503674,1.51856,4/8/2019
